"Streckennummer","Streckenabschnitt","Gleisart", "Länge","Höchstgeschwindigkeit","Bremsweg"
"2652","Köln Messe/Deutz, W 615 - Köln Messe/Deutz","eingleisig","0,2","60","1000 m Bremsweg"
"2633","Köln Messe/Deutz, W 615 - StrUeb2633_2658","Gegengleis","0,2","60","400 m Bremsweg"
"2633","Köln Messe/Deutz, W 615 - StrUeb2633_2658","Richtungsgleis","0,2","60","400 m Bremsweg"
"2658","StrUeb2633_2658 - StrUeb2658_2660","eingleisig","3,5","90","400 m Bremsweg"
"2659","Köln Messe/Deutz, W 613 - Köln Messe/Deutz","eingleisig","0,3","60","400 m Bremsweg"
"2633","Köln Messe/Deutz, W 613 - Köln Messe/Deutz, W 615","Gegengleis","0,1","60","400 m Bremsweg"
"2633","Köln Messe/Deutz, W 613 - Köln Messe/Deutz, W 615","Richtungsgleis","0,1","60","400 m Bremsweg"
"2651","StrUeb2639_2651_1 - Köln Messe/Deutz, W 645","Gegengleis","0,4","60","400 m Bremsweg"
"2651","StrUeb2639_2651_1 - Köln Messe/Deutz, W 645","Richtungsgleis","0,4","60","400 m Bremsweg"
"2653","Köln Messe/Deutz, W 612 - Köln Messe/Deutz","eingleisig","0,2","60","400 m Bremsweg"
"2639","Köln Messe/Deutz, W 612 - StrUeb2639_2651_1","Gegengleis","0,2","60","400 m Bremsweg"
"2639","Köln Messe/Deutz, W 612 - StrUeb2639_2651_1","Richtungsgleis","0,2","60","400 m Bremsweg"
"2641","Köln Bonntor, W 1 - Köln Bonntor, W 3","Gegengleis","0,0","60","700 m Bremsweg"
"2641","Köln Bonntor, W 1 - Köln Bonntor, W 3","Richtungsgleis","0,0","60","700 m Bremsweg"
"2660","Köln-Mülheim, W 174 - Köln-Mülheim","eingleisig","0,5","100","1000 m Bremsweg"
"2650","Köln-Mülheim, W 174 - Köln-Mülheim Berliner Straße","eingleisig","1,7","90","1000 m Bremsweg"
"2654","Köln Messe/Deutz, W 645 - Köln Messe/Deutz","eingleisig","0,3","auf Anfrage","auf Anfrage"
"2651","Köln Messe/Deutz, W 645 - Köln Gummersbacher Straße","Gegengleis","1,1","120","400 m Bremsweg"
"2651","Köln Messe/Deutz, W 645 - Köln Gummersbacher Straße","Richtungsgleis","1,1","120","400 m Bremsweg"
"2651","StrUeb2651_2660 - Köln-Kalk Vingst","Gegengleis","1,1","160","1000 m Bremsweg"
"2651","StrUeb2651_2660 - Köln-Kalk Vingst","Richtungsgleis","1,1","160","1000 m Bremsweg"
"2691","Köln-Kalk, 22W9 - Köln Frankfurter Straße Abzw","Gegengleis","2,9","130","1000 m Bremsweg"
"2691","Köln-Kalk, 22W9 - Köln Frankfurter Straße Abzw","Richtungsgleis","2,9","130","1000 m Bremsweg"
"2651","Köln-Kalk, 22W9 - Köln Steinstraße (Abzw)","Gegengleis","3,5","160","1000 m Bremsweg"
"2651","Köln-Kalk, 22W9 - Köln Steinstraße (Abzw)","Richtungsgleis","3,5","160","1000 m Bremsweg"
"2651","StrUeb2651_2693 - StrUeb2651_2694","Gegengleis","0,3","160","1000 m Bremsweg"
"2651","StrUeb2651_2693 - StrUeb2651_2694","Richtungsgleis","0,3","160","1000 m Bremsweg"
"2651","StrUeb2651_2694 - Spich","Gegengleis","3,8","160","1000 m Bremsweg"
"2651","StrUeb2651_2694 - Spich","Richtungsgleis","3,8","160","1000 m Bremsweg"
"2695","StrUeb2651_2695 - Troisdorf","Gegengleis","1,2","80","1000 m Bremsweg"
"2695","StrUeb2651_2695 - Troisdorf","Richtungsgleis","1,2","80","1000 m Bremsweg"
"2651","StrUeb2651_2695 - Troisdorf","Gegengleis","1,2","160","1000 m Bremsweg"
"2651","StrUeb2651_2695 - Troisdorf","Richtungsgleis","1,2","160","1000 m Bremsweg"
"2652","Abzw Köln-Mülheim Berliner Str., W 48 - Köln Neurather Ring Strw 2652/2659/2730","eingleisig","1,1","110","1000 m Bremsweg"
"2657","Overath, W 4304 - Engelskirchen","eingleisig","11,7","80","700 m Bremsweg"
"2658","StrUeb2658_2660 - Köln-Mülheim","eingleisig","0,1","80","1000 m Bremsweg"
"2660","StrUeb2658_2660 - Köln Messe/Deutz (tief)","Gegengleis","3,7","100","700 m Bremsweg"
"2660","StrUeb2658_2660 - Köln Messe/Deutz (tief)","Richtungsgleis","3,7","100","1000 m Bremsweg"
"2665","Köln-Mülheim, Stw Mf, W 101 - Abzw Köln-Mülheim Berliner Str., W 48","eingleisig","0,8","60","700 m Bremsweg"
"2670","Köln-Mülheim, W 238 - Abzw Köln-Mülheim Berliner Str., W 241","Gegengleis","0,5","80","1000 m Bremsweg"
"2670","Köln-Mülheim, W 238 - Abzw Köln-Mülheim Berliner Str., W 241","Richtungsgleis","0,5","80","1000 m Bremsweg"
"2671","Hilden, W 56 - Hilden Süd","Gegengleis","1,2","120","1000 m Bremsweg"
"2671","Hilden, W 56 - Hilden Süd","Richtungsgleis","1,2","120","1000 m Bremsweg"
"2671","Solingen Hbf, 28W32 - Solingen Hbf","Gegengleis","0,5","80","Kein Dokument vorhanden"
"2671","Solingen Hbf, 28W32 - Solingen Hbf","Richtungsgleis","0,5","80","1000 m Bremsweg"
"2675","Solingen Hbf, 28W32 - Solingen Hbf","eingleisig","0,5","40","1000 m Bremsweg"
"2675","Solingen Hbf, 28W76 - Solingen Grünewald","Gegengleis","5,9","80","1000 m Bremsweg"
"2675","Solingen Hbf, 28W76 - Solingen Grünewald","Richtungsgleis","5,9","80","1000 m Bremsweg"
"2730","Opladen, 24W20 - Opladen","Gegengleis","0,2","160","1000 m Bremsweg"
"2730","Opladen, 24W20 - Opladen","Richtungsgleis","0,2","160","1000 m Bremsweg"
"2693","StrUeb2691_2693 - Porz-Wahn","eingleisig","0,7","80","1000 m Bremsweg"
"2691","StrUeb2691_2694 - StrUeb2691_2693","Gegengleis","0,1","130","1000 m Bremsweg"
"2691","StrUeb2691_2694 - StrUeb2691_2693","Richtungsgleis","0,1","130","1000 m Bremsweg"
"2694","StrUeb2691_2694 - StrUeb2651_2694","eingleisig","1,4","80","1000 m Bremsweg"
"2730","Opladen, W 79 - Leverkusen-Manfort","Gegengleis","2,7","160","1000 m Bremsweg"
"2730","Opladen, W 79 - Leverkusen-Manfort","Richtungsgleis","2,7","160","1000 m Bremsweg"
"2705","Remscheid Hbf, W 64 - Remscheid Hbf, W 66","Gegengleis","0,1","60","700 m Bremsweg"
"2705","Remscheid Hbf, W 64 - Remscheid Hbf, W 66","Richtungsgleis","0,1","60","1000 m Bremsweg"
"2706","Remscheid Hbf, W 64 - Remscheid Hbf","eingleisig","0,2","40","400 m Bremsweg"
"2800","Hagen Hbf, W 11 - Hagen Hbf","eingleisig","0,3","60","1000 m Bremsweg"
"2801","Hagen Hbf, W 11 - Hagen Hbf","eingleisig","0,3","40","1000 m Bremsweg"
"2800","Hagen-Kabel, W 342 - Hagen-Halden","Gegengleis","2,4","120","1000 m Bremsweg"
"2800","Hagen-Kabel, W 342 - Hagen-Halden","Richtungsgleis","2,4","120","1000 m Bremsweg"
"2820","StrUeb2803_2820 - Hagen-Vorhalle","eingleisig","0,1","60","1000 m Bremsweg"
"2803","StrUeb2803_2820 - Hagen-Vorhalle","eingleisig","0,1","40","700 m Bremsweg"
"2803","Hagen-Vorhalle, W 508 - W 505","eingleisig","0,1","40","700 m Bremsweg"
"2803","W 505 - StrUeb2803_2811","eingleisig","0,7","40","700 m Bremsweg"
"2810","Meinerzhagen, W 3 - Meinerzhagen","eingleisig","0,1","60","700 m Bremsweg"
"2815","Meinerzhagen, W 3 - Meinerzhagen","eingleisig","0,1","40","700 m Bremsweg"
"2843","StrUeb2823_2843_1 - Abzw Hohensyburg, W 573","Gegengleis","0,1","60","700 m Bremsweg"
"2843","StrUeb2823_2843_1 - Abzw Hohensyburg, W 573","Richtungsgleis","0,1","60","700 m Bremsweg"
"2910","Hamm (Westf) Rbf, W 7 - Hamm (Westf) Rbf, W 135","Gegengleis","0,4","80","Kein Dokument vorhanden"
"2910","Hamm (Westf) Rbf, W 7 - Hamm (Westf) Rbf, W 135","Richtungsgleis","0,4","80","Kein Dokument vorhanden"
"2913","Hamm (Westf) Rbf, W 7 - Hamm (Westf) Rbf, W 12","eingleisig","0,1","40","1000 m Bremsweg"
"2913","Hamm (Westf) Rbf, W 12 - Hamm (Westf) Rbf, W 507","eingleisig","2,5","40","1000 m Bremsweg"
"2920","Abzw Hamm Feldmark, W 1, W 1 - Hamm (Westf) Rbf, W 703","Gegengleis","2,8","80","1000 m Bremsweg"
"2920","Abzw Hamm Feldmark, W 1, W 1 - Hamm (Westf) Rbf, W 703","Richtungsgleis","2,8","80","1000 m Bremsweg"
"2931","Hamm (Westf), W 926 - Abzw Hamm Feldmark, W 1, W 1","Gegengleis","2,7","160","1000 m Bremsweg"
"2931","Hamm (Westf), W 926 - Abzw Hamm Feldmark, W 1, W 1","Richtungsgleis","2,7","160","1000 m Bremsweg"
"2823","Hagen-Hengstey - StrUeb2823_2843_1","Gegengleis","1,6","60","1000 m Bremsweg"
"2823","Hagen-Hengstey - StrUeb2823_2843_1","Richtungsgleis","1,6","60","1000 m Bremsweg"
"2423","Herdecke - Herdecke, W 814","eingleisig","0,2","40","700 m Bremsweg"
"2821","Herdecke - Herdecke, W 814","eingleisig","0,2","40","700 m Bremsweg"
"2550","Westhofen (Westf) - StrUeb2550_2840","Gegengleis","3,7","120","1000 m Bremsweg"
"2550","Westhofen (Westf) - StrUeb2550_2840","Richtungsgleis","3,7","120","1000 m Bremsweg"
"2400","Hagen-Vorhalle - Hagen Hbf, W 71","Gegengleis","3,9","90","1000 m Bremsweg"
"2400","Hagen-Vorhalle - Hagen Hbf, W 71","Richtungsgleis","3,9","90","1000 m Bremsweg"
"2825","Hagen-Vorhalle - W 505","eingleisig","0,7","40","700 m Bremsweg"
"2803","Hagen-Vorhalle - Hagen-Vorhalle, W 508","eingleisig","0,6","40","700 m Bremsweg"
"2801","Wetter (Ruhr) - Witten Hbf, W 85","Gegengleis","6,9","140","1000 m Bremsweg"
"2801","Wetter (Ruhr) - Witten Hbf, W 85","Richtungsgleis","6,9","140","1000 m Bremsweg"
"2550","Hagen-Haspe - Hagen-Haspe, W 441","Gegengleis","0,3","150","1000 m Bremsweg"
"2550","Hagen-Haspe - Hagen-Haspe, W 441","Richtungsgleis","0,3","150","1000 m Bremsweg"
"2525","Wuppertal-Vohwinkel - Wuppertal-Vohwinkel, W 88","Gegengleis","1,0","100","1000 m Bremsweg"
"2525","Wuppertal-Vohwinkel - Wuppertal-Vohwinkel, W 88","Richtungsgleis","1,0","100","700 m Bremsweg"
"2550","Düsseldorf-Gerresheim - StrUeb2423_2550_2","eingleisig","0,1","120","1000 m Bremsweg"
"2550","Düsseldorf Hbf - Abzw Düsseldof Dora, W 4","Gegengleis","1,6","120","1000 m Bremsweg"
"2550","Düsseldorf Hbf - Abzw Düsseldof Dora, W 4","Richtungsgleis","1,6","120","1000 m Bremsweg"
"2670","Düsseldorf-Benrath - StrUeb2411_2670","Gegengleis","2,1","160","1000 m Bremsweg"
"2670","Düsseldorf-Benrath - StrUeb2411_2670","Richtungsgleis","2,1","160","1000 m Bremsweg"
"2324","Düsseldorf-Eller - Düsseldorf-Eller, W 472","Gegengleis","1,1","140","1000 m Bremsweg"
"2324","Düsseldorf-Eller - Düsseldorf-Eller, W 472","Richtungsgleis","1,1","140","1000 m Bremsweg"
"2418","Düsseldorf-Eller - Abzw Düsseldorf Sturm, W 402","eingleisig","1,3","80","1000 m Bremsweg"
"2324","Hilden - W 62","Gegengleis","0,7","120","1000 m Bremsweg"
"2324","Hilden - W 62","Richtungsgleis","0,7","120","1000 m Bremsweg"
"2324","Düsseldorf-Rath - Abzw Hardt, W 303","Gegengleis","4,3","140","1000 m Bremsweg"
"2324","Düsseldorf-Rath - Abzw Hardt, W 303","Richtungsgleis","4,3","140","1000 m Bremsweg"
"2525","Wuppertal-Steinbeck - Wuppertal-Steinbeck, W 86W01","Gegengleis","0,2","90","700 m Bremsweg"
"2525","Wuppertal-Steinbeck - Wuppertal-Steinbeck, W 86W01","Richtungsgleis","0,2","90","700 m Bremsweg"
"2525","Wuppertal Zoologischer Garten - Wuppertal-Zoologischer Garten, 82W03","Gegengleis","0,2","90","700 m Bremsweg"
"2525","Wuppertal Zoologischer Garten - Wuppertal-Zoologischer Garten, 82W03","Richtungsgleis","0,2","90","700 m Bremsweg"
"2671","Solingen Hbf - Solingen Hbf, 28W76","eingleisig","0,1","80","1000 m Bremsweg"
"2675","Solingen Hbf - Solingen Hbf, 28W76","Gegengleis","0,1","40","1000 m Bremsweg"
"2675","Solingen Hbf - Solingen Hbf, 28W76","Richtungsgleis","0,1","40","1000 m Bremsweg"
"2671","Solingen Vogelpark - Solingen Hbf, 28W32","Gegengleis","1,5","80","1000 m Bremsweg"
"2671","Solingen Vogelpark - Solingen Hbf, 28W32","Richtungsgleis","1,5","80","1000 m Bremsweg"
"2730","Leichlingen - Opladen, 24W20","Gegengleis","4,4","160","1000 m Bremsweg"
"2730","Leichlingen - Opladen, 24W20","Richtungsgleis","4,4","160","1000 m Bremsweg"
"2730","Opladen - Opladen, W 79","Gegengleis","1,1","160","1000 m Bremsweg"
"2730","Opladen - Opladen, W 79","Richtungsgleis","1,1","160","1000 m Bremsweg"
"2674","Opladen - Opladen, 24W20","eingleisig","0,2","60","700 m Bremsweg"
"2550","Schwerte (Ruhr) Ost - Schwerte (Ruhr) Ost, W 326","Gegengleis","0,6","140","1000 m Bremsweg"
"2550","Schwerte (Ruhr) Ost - Schwerte (Ruhr) Ost, W 326","Richtungsgleis","0,6","140","1000 m Bremsweg"
"2843","Schwerte (Ruhr) Ost - Schwerte (Ruhr) Ost, W 326","eingleisig","0,6","60","700 m Bremsweg"
"2800","Hagen-Kabel - Hagen-Kabel, W 342","Gegengleis","0,9","120","1000 m Bremsweg"
"2800","Hagen-Kabel - Hagen-Kabel, W 342","Richtungsgleis","0,9","120","1000 m Bremsweg"
"2820","Hagen-Kabel - Hagen-Kabel, W 342","eingleisig","1,0","60","1000 m Bremsweg"
"2810","Gummersbach - Gummersbach-Dieringhausen","eingleisig","4,5","70","700 m Bremsweg"
"2655","Overath - Overath, W 4304","eingleisig","0,2","50","700 m Bremsweg"
"2657","Overath - Overath, W 4304","eingleisig","0,2","50","700 m Bremsweg"
"2705","Remscheid Hbf - Remscheid Hbf, W 64","Gegengleis","0,2","60","700 m Bremsweg"
"2705","Remscheid Hbf - Remscheid Hbf, W 64","Richtungsgleis","0,2","60","1000 m Bremsweg"
"2650","Castrop-Rauxel Hbf - Dortmund-Mengede, 22W9","Gegengleis","4,4","140","1000 m Bremsweg"
"2650","Castrop-Rauxel Hbf - Dortmund-Mengede, 22W9","Richtungsgleis","4,4","140","1000 m Bremsweg"
"2221","Herne - StrUeb2212_2221","eingleisig","0,3","60","700 m Bremsweg"
"2208","Herne - StrUeb2208_2221","Gegengleis","0,3","60","1000 m Bremsweg"
"2208","Herne - StrUeb2208_2221","Richtungsgleis","0,3","60","700 m Bremsweg"
"2212","Herne - StrUeb2212_2221","eingleisig","0,2","60","700 m Bremsweg"
"2246","Bottrop Hbf - StrUeb2206_2246_1","Gegengleis","1,9","60","700 m Bremsweg"
"2246","Bottrop Hbf - StrUeb2206_2246_1","Richtungsgleis","1,9","60","700 m Bremsweg"
"2248","Bottrop Hbf - Bottrop Hbf, W 319","eingleisig","0,4","80","700 m Bremsweg"
"2250","Bottrop Hbf - Bottrop Hbf, W 319","Gegengleis","0,4","80","1000 m Bremsweg"
"2250","Bottrop Hbf - Bottrop Hbf, W 319","Richtungsgleis","0,4","80","1000 m Bremsweg"
"2650","Dortmund-Scharnhorst - StrUeb2132_2650_2","Gegengleis","1,0","200","1000 m Bremsweg"
"2650","Dortmund-Scharnhorst - StrUeb2132_2650_2","Richtungsgleis","1,0","200","1000 m Bremsweg"
"2140","Witten Hbf - Witten Hbf, W 85","eingleisig","0,5","80","1000 m Bremsweg"
"2190","Dortmund Hbf - Dortmund Hbf, W 207","eingleisig","0,4","80","1000 m Bremsweg"
"2158","Dortmund Hbf - Dortmund Hbf, W 212","Gegengleis","0,3","80","1000 m Bremsweg"
"2158","Dortmund Hbf - Dortmund Hbf, W 212","Richtungsgleis","0,3","80","1000 m Bremsweg"
"2125","Dortmund Hbf - Dortmund Hbf, W 212","eingleisig","0,3","80","1000 m Bremsweg"
"2120","Dortmund Dortmunderfeld - StrUeb2103_2120_2","Gegengleis","1,5","60","700 m Bremsweg"
"2120","Dortmund Dortmunderfeld - StrUeb2103_2120_2","Richtungsgleis","1,5","60","700 m Bremsweg"
"2100","Dortmund-Eving - Do-Kirchderne, W 101","Gegengleis","2,1","140","1000 m Bremsweg"
"2100","Dortmund-Eving - Do-Kirchderne, W 101","Richtungsgleis","2,1","140","1000 m Bremsweg"
"2126","Dortmund Süd - Dortmund Süd, W 31","eingleisig","0,1","50","1000 m Bremsweg"
"2146","Bochum-Langendreer - StrUeb2140_2146","eingleisig","0,3","auf Anfrage","auf Anfrage"
"2153","Bochum-Riemke Hp - StrUeb2153_2212","Gegengleis","1,8","80","1000 m Bremsweg"
"2153","Bochum-Riemke Hp - StrUeb2153_2212","Richtungsgleis","1,8","80","1000 m Bremsweg"
"2208","Wanne-Eickel Hbf - StrUeb2154_2208_2","Gegengleis","0,3","40","700 m Bremsweg"
"2208","Wanne-Eickel Hbf - StrUeb2154_2208_2","Richtungsgleis","0,3","40","700 m Bremsweg"
"2200","Marl-Sinsen - StrUeb2200_2252_2","Gegengleis","5,3","160","1000 m Bremsweg"
"2200","Marl-Sinsen - StrUeb2200_2252_2","Richtungsgleis","5,3","160","1000 m Bremsweg"
"2200","Recklinghausen Hbf - Recklinghausen Hbf, 84W61","Gegengleis","0,9","130","1000 m Bremsweg"
"2200","Recklinghausen Hbf - Recklinghausen Hbf, 84W61","Richtungsgleis","0,9","130","1000 m Bremsweg"
"2223","Recklinghausen Hbf - Recklinghausen Hbf, 84W45","eingleisig","0,6","40","1000 m Bremsweg"
"2224","Recklinghausen Hbf - Recklinghausen Hbf, 84W45","eingleisig","0,6","40","1000 m Bremsweg"
"2324","Duisburg-Wedau Bissingheim - Duisburg-Wedau Bissingheim, 04W21","Gegengleis","0,1","100","1000 m Bremsweg"
"2324","Duisburg-Wedau Bissingheim - Duisburg-Wedau Bissingheim, 04W21","Richtungsgleis","0,1","100","1000 m Bremsweg"
"2153","Bochum-Hamme - StrUeb2152_2153_2","eingleisig","0,4","80","1000 m Bremsweg"
"2194","Bochum Hbf - StrUeb2153_2194","eingleisig","0,4","50","700 m Bremsweg"
"2160","Wattenscheid - StrUeb2150_2160","Gegengleis","4,5","160","1000 m Bremsweg"
"2160","Wattenscheid - StrUeb2150_2160","Richtungsgleis","4,5","160","1000 m Bremsweg"
"2161","Essen Hbf - Essen Hbf, W 57","eingleisig","0,3","60","1000 m Bremsweg"
"2163","Essen Hbf - W 184","Gegengleis","1,8","100","700 m Bremsweg"
"2163","Essen Hbf - W 184","Richtungsgleis","1,8","100","700 m Bremsweg"
"2160","Essen Hbf - StrUeb2160_2164_1","Gegengleis","3,6","140","1000 m Bremsweg"
"2160","Essen Hbf - StrUeb2160_2164_1","Richtungsgleis","3,6","140","1000 m Bremsweg"
"2280","Essen West - Essen West, W 487","eingleisig","0,5","100","1000 m Bremsweg"
"2291","Essen West - Essen West, W 487","Gegengleis","0,5","120","1000 m Bremsweg"
"2291","Essen West - Essen West, W 487","Richtungsgleis","0,5","120","1000 m Bremsweg"
"2167","Bochum-Dahlhausen - W 397","eingleisig","0,3","80","700 m Bremsweg"
"2400","Bochum-Dahlhausen - W 397","Gegengleis","0,3","40","700 m Bremsweg"
"2400","Bochum-Dahlhausen - W 397","Richtungsgleis","0,3","40","700 m Bremsweg"
"2193","Essen-Steele - Essen-Steele, W 105","eingleisig","0,2","80","1000 m Bremsweg"
"2168","Gelsenkirchen-Rotthausen - Gelsenkirchen Hbf, W 24","eingleisig","1,6","110","700 m Bremsweg"
"2144","Wengern Ost - Wengern Ost, W 117","eingleisig","0,9","80","1000 m Bremsweg"
"2400","Wengern Ost - Wengern Ost, W 117","Gegengleis","0,9","80","Kein Dokument vorhanden"
"2400","Wengern Ost - Wengern Ost, W 117","Richtungsgleis","0,9","80","1000 m Bremsweg"
"2270","Friedrichsfeld (Niederrhein) - StrUeb2263_2270","Gegengleis","3,1","160","1000 m Bremsweg"
"2270","Friedrichsfeld (Niederrhein) - StrUeb2263_2270","Richtungsgleis","3,1","160","1000 m Bremsweg"
"2183","Mülheim (Ruhr)-Styrum - 38W4","Gegengleis","0,9","100","1000 m Bremsweg"
"2183","Mülheim (Ruhr)-Styrum - 38W4","Richtungsgleis","0,9","100","1000 m Bremsweg"
"2187","Mülheim (Ruhr)-Styrum - 38W4","eingleisig","0,4","60","1000 m Bremsweg"
"2400","Essen-Überruhr - Essen-Überruhr, W 201","Gegengleis","0,3","100","700 m Bremsweg"
"2400","Essen-Überruhr - Essen-Überruhr, W 201","Richtungsgleis","0,3","100","700 m Bremsweg"
"2183","Oberhausen Hbf - Oberhausen Hbf, W 107","Gegengleis","0,3","100","1000 m Bremsweg"
"2183","Oberhausen Hbf - Oberhausen Hbf, W 107","Richtungsgleis","0,3","100","1000 m Bremsweg"
"2274","Oberhausen Hbf - Oberhausen Hbf, W 23","eingleisig","0,3","60","700 m Bremsweg"
"2270","Oberhausen Hbf - StrUeb2270_2321","Gegengleis","1,6","140","1000 m Bremsweg"
"2270","Oberhausen Hbf - StrUeb2270_2321","Richtungsgleis","1,6","140","1000 m Bremsweg"
"2271","Oberhausen Hbf - Oberhausen Hbf, W 107","eingleisig","0,3","60","700 m Bremsweg"
"2321","Oberhausen West - StrUeb2270_2321","Gegengleis","0,7","80","1000 m Bremsweg"
"2321","Oberhausen West - StrUeb2270_2321","Richtungsgleis","0,7","80","700 m Bremsweg"
"2304","Oberhausen West - StrUeb2281_2304","eingleisig","0,1","40","1000 m Bremsweg"
"2320","Oberhausen West - Oberhausen West, W 253","Gegengleis","1,4","60","Kein Dokument vorhanden"
"2320","Oberhausen West - Oberhausen West, W 253","Richtungsgleis","1,4","60","1000 m Bremsweg"
"2270","Emmerich - Emmerich-Elten","Gegengleis","8,6","140","1000 m Bremsweg"
"2270","Emmerich - Emmerich-Elten","Richtungsgleis","8,6","140","1000 m Bremsweg"
"2302","Duisburg-Ruhrort Hafen - StrUeb2302_2327","eingleisig","0,4","40","700 m Bremsweg"
"2184","Duisburg Hbf - Duisburg Hbf, 32W604","eingleisig","0,7","110","1000 m Bremsweg"
"2670","Duisburg Hbf - Duisburg Hbf, W 730","eingleisig","0,4","90","1000 m Bremsweg"
"2650","Duisburg-Großenbaum - Duisburg Hbf, 32W604","Gegengleis","6,6","200","1000 m Bremsweg"
"2650","Duisburg-Großenbaum - Duisburg Hbf, 32W604","Richtungsgleis","6,6","200","1000 m Bremsweg"
"2331","Duisburg-Meiderich Ost - StrUeb2304_2331","Gegengleis","0,1","60","1000 m Bremsweg"
"2331","Duisburg-Meiderich Ost - StrUeb2304_2331","Richtungsgleis","0,1","60","700 m Bremsweg"
"2252","Marl-Hamm - StrUeb2200_2252_2","eingleisig","3,7","140","1000 m Bremsweg"
"2670","Duisburg-Rahm - Duisburg-Großenbaum, 34W208","Gegengleis","1,7","160","1000 m Bremsweg"
"2670","Duisburg-Rahm - Duisburg-Großenbaum, 34W208","Richtungsgleis","1,7","160","1000 m Bremsweg"
"2103","Holzwickede - Holzwickede, W 262","Gegengleis","0,8","150","1000 m Bremsweg"
"2103","Holzwickede - Holzwickede, W 262","Richtungsgleis","0,8","150","1000 m Bremsweg"
"2840","Holzwickede - Holzwickede, W 262","eingleisig","0,8","150","1000 m Bremsweg"
"2852","Unna - Unna, W 10","eingleisig","0,0","40","400 m Bremsweg"
"2323","Duisburg Lotharstraße - Abzw Duisburg Sigle, W 14","Gegengleis","2,6","80","1000 m Bremsweg"
"2323","Duisburg Lotharstraße - Abzw Duisburg Sigle, W 14","Richtungsgleis","2,6","80","700 m Bremsweg"
"2112","Dortmund-Körne West - Dortmund Süd, W 31","Gegengleis","1,9","120","1000 m Bremsweg"
"2112","Dortmund-Körne West - Dortmund Süd, W 31","Richtungsgleis","1,9","120","1000 m Bremsweg"
"2321","Duisburg Ruhrtal - Abzw Oberhausen Mathilde, W 143","Gegengleis","3,3","80","1000 m Bremsweg"
"2321","Duisburg Ruhrtal - Abzw Oberhausen Mathilde, W 143","Richtungsgleis","3,3","80","700 m Bremsweg"
"2190","Dortmund-Dorstfeld (tief) - StrUeb2190_2191_2","Gegengleis","0,6","80","1000 m Bremsweg"
"2190","Dortmund-Dorstfeld (tief) - StrUeb2190_2191_2","Richtungsgleis","0,6","80","1000 m Bremsweg"
"2340","Trompet - Trompet, W 70","Gegengleis","0,5","90","1000 m Bremsweg"
"2340","Trompet - Trompet, W 70","Richtungsgleis","0,5","90","1000 m Bremsweg"
"2330","Trompet - Trompet, W 70","Gegengleis","0,5","100","1000 m Bremsweg"
"2330","Trompet - Trompet, W 70","Richtungsgleis","0,5","100","1000 m Bremsweg"
"2520","Viersen-Helenabrunn - Viersen-Helenabrunn, W 215","Gegengleis","0,8","120","1000 m Bremsweg"
"2520","Viersen-Helenabrunn - Viersen-Helenabrunn, W 215","Richtungsgleis","0,8","120","1000 m Bremsweg"
"2505","Rheinhausen - StrUeb2330_2505","Gegengleis","0,3","130","1000 m Bremsweg"
"2505","Rheinhausen - StrUeb2330_2505","Richtungsgleis","0,3","130","1000 m Bremsweg"
